Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,Temp,RH,WS,WD,SR,BP,AT,AQI
26-07-2020,37.76,81.88,11.93,11.83,28.12,9.08,0.25,25.17,22.86,59.31,1.23,94.64,121.69,741.02,34.64,81.88
27-07-2020,30.67,90,12.6,10.2,69.09,9.48,1.58,25.65,22.67,53.82,2.05,57.73,119.43,741,36.38,90
28-07-2020,25.11,86.8,11.96,11.63,49.8,8.21,0.12,9.46,22.72,52.92,1.94,76.67,109.26,740.94,36.67,86.8
29-07-2020,19.44,51.83,12.01,9.16,49.52,9.32,0.06,40.605,23.27,62.51,3.21,120.09,74.24,740.75,31.85,51.83
30-07-2020,17.44,39.42,11.89,8.58,70.93,8.54,0.14,21.87,23.32,63.78,2.18,104.5,87.27,741,31.67,39.42
31-07-2020,29.98,62.33,11.88,9.24,69.33,6.45,2.19,45.05,23.2,65.56,1.44,121.94,72.61,741,32.38,102.375
01-08-2020,23.92,48.42,12.03,4.57,83.38,8.05,0.19,40.605,23.22,63.85,1.81,123.46,87.58,740.96,32.34,48.42
02-08-2020,24.33,56.82,11.93,6.58,55.2,8.42,0.1,136.2,22.96,60.03,1.78,72.4,118.6,740.65,34.21,153.2352941
03-08-2020,22.92,65.17,12.02,8.73,55.47,8.06,1.77,40.605,23.07,56.23,1.34,84.9,91.41,740,35.49,88.5
04-08-2020,26.29,65.33,11.88,13.2,41.75,8.18,2.27,78.8,23.11,58.08,1.57,75.83,96.91,740,34.5,103.375
05-08-2020,38.99,84.71,11.92,21.28,36.63,7.35,1.38,71.88,23.25,63.86,1.06,98.11,53.52,740,33.07,84.71
06-08-2020,11.41,44.73,12.34,5.3,74.24,8.55,0.92,40.605,25.23,56.51,4.58,135.22,107.57,740.35,34.76,46
07-08-2020,20,38.54,11.89,7.27,33.98,11.13,3.14,12.41,26.13,58.4,3.56,127.85,99.91,740.89,33.99,114.25
08-08-2020,34.34,66.22,11.86,11.95,28.07,5.82,0.45,12.49,26.01,56.46,0.87,102.3,89.93,740.52,35.95,66.22
09-08-2020,31.21,62.74,11.94,9.09,28.13,8.21,1.63,15.79,26.11,61.54,1.44,76.89,60.24,740.23,33.93,81.5
10-08-2020,24.31,44.52,11.78,5.9,27.07,7.99,2.34,8.19,26.41,64.8,2.57,130.85,81.35,740.54,33.01,104.25
11-08-2020,39.73,63.45,11.91,12.09,22.08,8.85,3.32,11.09,26.19,66.84,1.18,113.85,71.03,740.42,32.82,116.5
12-08-2020,22.53,52.76,11.97,8.9,35.88,5.82,1.38,11.31,26.13,64.01,1.79,95.53,92.36,740.24,33.73,52.76
13-08-2020,13,23.22,12,7.93,36.94,7.22,1.38,5.98,26.31,73.29,1.31,82.62,31.69,740.03,29.44,23.22
14-08-2020,17.76,37.47,12,9.22,24.02,8.8,1.38,8.57,26.25,70.28,2.07,115.17,59.4,740,30.92,37.47
15-08-2020,27.61,41.38,11.85,3.78,20,9.06,1.38,8.7,26.22,68.93,2.59,131.45,81.39,740,31.99,46.01666667
16-08-2020,18.23,32.44,11.87,8.25,23.25,8.24,1.38,8.89,26.23,66.99,2.1,128.7,83.24,740.18,32.47,32.44
17-08-2020,22.39,41.77,12.05,9.35,24.98,10.24,1.38,8.72,26.21,66.85,2.51,119.83,92.24,740.29,33.21,41.77
18-08-2020,20.34,41.84,11.94,10.51,28.38,8.66,1.38,7.67,26.22,65.97,1.44,106.03,78.46,740.36,33.15,41.84
19-08-2020,14.36,26.69,11.9,11.95,29.21,8.91,1.38,4.81,26.37,74.92,1.58,110.05,21.86,740.28,29.28,26.69
20-08-2020,10.12,21.26,10.12,17.34,22.43,5.44,2.17,8.4,27.33,76.54,1.51,103.7,39.25,740.89,27.81,102.125
21-08-2020,8.53,32.53,7.01,25.34,14.26,10.07,2.45,6.25,27.8,66.76,1.93,98.68,101.41,741,30.84,105.625
22-08-2020,10.64,37.53,6.83,18.24,11.63,5.77,0.95,9.04,27.62,63.58,2.49,113.3,77.96,741,31.38,47.5
23-08-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
24-08-2020,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
25-08-2020,8.09,21.96,6.92,18.5,14.16,7.78,1.11,13.36,27.19,62.48,2.57,132.15,94.07,741,32.73,55.5
26-08-2020,14.71,47,7,26.69,14.93,7.21,0.92,15.91,27.19,62.02,1.07,87.51,96.42,741,32.81,47
27-08-2020,22.14,65.58,7.12,32.35,13.88,8.8,1.03,21.17,27.2,61.69,1.39,59.95,100.28,741,32.91,65.58
28-08-2020,31.8,55.12,7.09,30.85,15.8,8.22,1.08,8.28,27.54,74.58,0.87,87.85,36.05,741,29.47,55.12
29-08-2020,28.49,62.58,3.69,31.415,31.05,7.33,1.11,10.45,27.2,65.74,1.2,108.7,95.35,741,32.08,62.58
30-08-2020,13.89,29.42,3.69,31.415,31.05,7.47,0.93,13.84,27.23,67.19,3.84,136.68,56.12,741,30.06,46.5
31-08-2020,8.24,20.63,3.69,31.415,31.05,9.05,1.17,15.84,27.22,63.74,3.67,140.15,92.97,741,30.91,58.5
01-09-2020,12.21,33.54,3.69,31.415,31.05,9.53,1.12,19.93,27.15,61.05,1.83,135.46,111.01,741,31.91,56
02-09-2020,22.74,58.71,3.69,31.415,31.05,11.26,1.27,27.95,27.08,59.48,0.95,100.2,108.29,741.26,33.28,63.5
03-09-2020,35.6,74.12,3.69,31.415,31.05,7.12,1,18.59,27.16,63.39,2.02,139.29,83.06,741.24,32.51,74.12
04-09-2020,35.59,61.21,6.59,30.59,21.51,9.28,1.2,23.08,27.19,62.22,2.05,135.76,81.17,741.09,32.92,61.21
05-09-2020,24.58,51.54,7.03,30.12,25.21,8.29,1.22,28.59,27.22,60.47,1.41,107.6,113.21,741,32.99,61
06-09-2020,38.81,75.71,7.04,44.72,24.4,10.54,0.98,50.83,27.19,60.67,0.93,58.18,98.57,741,32.73,75.71
07-09-2020,46.42,82.54,6.9,45.3,26.19,10.9,1.21,31.52,27.25,64.17,0.78,73.28,63.02,741,31.76,82.54
08-09-2020,37.67,94.96,6.99,45.32,24.88,9.24,0.88,44.8,27.14,58.35,1.59,48.74,99.1,741,33.52,94.96
09-09-2020,51.79,122.29,7.05,49.29,28.41,10.94,1.18,41.55,27.09,58.42,1.57,33.88,95.89,741,33.97,114.86
10-09-2020,47.89,119.33,7.16,46.48,30.5,9.6,1.15,40.64,27.09,56.22,1.66,59.53,102.79,741,34.26,112.8866667
11-09-2020,61.18,164.58,7.1,62.02,32.57,9.83,1.08,45.82,27.19,54.26,0.8,77.95,101.62,741,34.7,143.0533333
12-09-2020,76.15,190.75,7.01,63.31,36.52,10.94,1.16,41.46,27.2,54.25,0.79,58.88,93.99,741.03,34.75,160.5
13-09-2020,85.59,184.96,7.05,50.79,37.13,14.96,1.18,42.15,27.18,56.3,0.81,61.15,83.31,741,34.69,185.3
14-09-2020,77.22,158.71,6.93,49.4,35.59,8.3,1.1,31.95,27.27,58.48,0.79,62.64,75.85,741,34.32,157.4
15-09-2020,78.11,177.08,7.02,56.18,34.18,12.7,1.15,45.46,27.14,55.79,1.08,57.05,92.65,741,34.72,160.3666667
16-09-2020,71.31,177.12,7.01,54.36,34.46,13.27,1.19,43.35,27.03,54.58,1.3,54.15,90.11,741,35.34,151.4133333
17-09-2020,47.6,129.79,7.05,45.85,33.05,10.95,1.35,33.23,26.93,52.89,2.07,45.85,100.46,741,35.62,119.86
18-09-2020,41.25,119.67,7.03,43.82,31.16,9.21,1.54,34.95,26.96,52.44,1.88,61.21,98.34,741,36.1,113.1133333
19-09-2020,65.54,159.67,7.06,53.82,34.85,13.73,1.17,44.75,27.06,54.75,1.21,66.3,89.67,741,35.21,139.78
20-09-2020,84.59,186.17,7.06,42.1,35.61,11.76,1.2,56.2,27,55.27,1.83,51.5,88.02,741,34.62,181.9666667
21-09-2020,65.22,163.83,6.94,52.05,30.74,10.83,1.18,50.93,27.15,54.19,1.09,49.39,77.85,740.92,35.02,142.5533333
22-09-2020,30.39,79.25,6.9,35.75,24.2,8.91,1.05,29.42,27.32,55.64,1.48,117.26,91.2,740.98,34.44,79.25
23-09-2020,18.94,54.79,6.79,32.92,20.67,10.48,1.05,25.66,27.31,56.4,2.24,125.46,88.27,741,33.75,54.79
24-09-2020,35.7,51.92,6.96,26.54,18.03,8.64,1.12,43.74,26.98,58.43,1.61,121.43,101.57,741,32.58,59.5
25-09-2020,44.14,139.83,7.03,46.67,16.4,12.4,1.13,46.89,26.41,55.18,1.86,82.12,92.45,741,32.85,126.5533333
26-09-2020,60.86,188,6.9,56.95,17.57,12.8,1.32,24.95,26.9,52.41,1.49,82.08,77.89,741,31.77,158.6666667
27-09-2020,38.17,135.71,6.83,50.22,20.29,12.32,1.47,44.76,27.12,48.73,1.4,45.67,97.77,741,32.18,123.8066667
28-09-2020,61.82,203.96,6.91,58.41,21.7,12.92,2.02,40.05,27.03,47.59,2.19,52.66,96.94,741.2,32.51,169.3066667
29-09-2020,61.72,203.17,7.03,51.26,26.73,13.87,1.38,45.29,27.04,50.94,2.27,46.82,90.82,741.16,32.02,168.78
30-09-2020,55.58,182.66,6.98,56.07,23.89,12.62,1.52,41.61,27.5,49.94,2.02,48.96,99.27,741,31.26,155.1066667
01-10-2020,62.29,195.83,6.78,70.34,25.69,14.8,2.22,39.26,29.12,48.88,1.96,44.79,97.36,741,31.45,163.8866667
02-10-2020,69.08,195.83,7.08,60.92,27.34,12.34,1.98,54.8,29.14,48.65,1.05,45.15,99.41,741,31.43,163.8866667
03-10-2020,89.81,213.08,7.03,61.64,28.89,15.67,2,54.26,29.15,49.82,1.42,45.93,93.31,741.04,30.74,199.3666667
04-10-2020,87.35,218.08,7.2,75.82,25.32,19.39,2.73,58.32,29.16,45.82,1.29,39.98,94.74,741.22,30.18,191.1666667
05-10-2020,64.24,200.46,6.96,71.58,25.16,13.68,2.09,51.96,29.16,45.14,2.1,38.51,94.07,741.07,30.5,166.9733333
06-10-2020,81.44,232.71,7.2,82.6,26.33,14.92,2.67,50.65,29.18,45.5,1.64,35.21,92.27,741.21,29.99,188.4733333
07-10-2020,108.89,265.38,7.13,92.88,30.97,23.22,2.5,51.23,29.18,46.32,1.36,47.11,88.66,741.38,30.18,262.9666667
08-10-2020,94.89,235.25,7.16,76.74,34.91,19.18,1.83,66.52,29.19,47.64,1.22,55.16,83.96,741.38,30.53,216.3
09-10-2020,103.47,257.21,7.1,85.92,32.94,23.54,2.4,58.65,29.24,46.86,0.74,49.09,77.9,741.39,30.51,244.9
10-10-2020,97.68,232.92,7.04,72.46,35.04,22.17,1.76,64.81,29.24,47.67,1.08,41.86,79.98,741.31,30.64,225.6
11-10-2020,92.77,233.12,7.29,77.98,35.85,19.58,1.88,62.48,29.29,48.51,1.1,38.26,75.58,741.14,30.51,209.2333333
12-10-2020,166.82,342.17,7.18,92.99,38.13,28.59,2.3,49.75,29.34,47.89,0.51,62.29,67.21,741,30.65,336.0153846
13-10-2020,123.2,254.83,7.1,62.85,42.48,15.77,2.81,49.77,29.44,52.82,0.94,105.45,61.78,741,30.55,302.4615385
14-10-2020,124.86,263.12,7.1,77.24,37.83,20.69,2.63,51.06,29.47,50.06,0.52,66.31,63.04,741.23,31.3,303.7384615
15-10-2020,149,323.17,7.34,102.17,38.16,20.6,2.39,40,32.79,44.32,0.84,49.98,69.03,741.26,30.15,322.3076923
16-10-2020,129.83,280,7.32,111.62,37.91,25.69,2.5,49.91,37.55,40.54,0.69,50.48,77.83,741.29,28.72,307.5615385
17-10-2020,149.92,323.25,7.02,117.57,41.34,26.67,3.34,59.76,38.24,44.74,0.58,47.4,66.77,741.34,28.29,323.0153846
18-10-2020,100.96,238.38,7.21,98.89,33.56,17.42,2.96,50.02,38.44,40.65,1.19,38.65,72.73,741.33,29.02,236.5333333
19-10-2020,101.71,246.25,7.16,92.01,30.59,24.87,2.37,58.46,37.77,38.09,2.01,50.06,76.65,741.31,29.22,239.0333333
20-10-2020,92.79,244.38,7.48,98.54,24.44,19.38,2.68,49.2,38.52,36.96,1.23,39.68,77.4,741.28,27.65,209.3
21-10-2020,123.01,278.38,7.49,86.91,21.54,24.93,3.09,41.99,32.25,39.91,0.94,71.32,77.62,741.33,26.94,302.3153846
22-10-2020,154.46,336.58,7.29,95.75,25.23,26.73,3.63,58.32,26.76,40.21,0.7,63.97,64.38,741.19,28.17,326.5076923
23-10-2020,215.61,389.96,6.94,90.62,29.86,35.81,4.35,59.18,26.97,39.3,0.81,54.2,69.85,741.16,27.38,373.5461538
24-10-2020,191.4,366.29,7.61,116.92,48.61,22.64,3.42,58.58,27.12,44.6,0.99,42.25,70.08,741.22,25.46,354.9230769
25-10-2020,207.06,390.25,7.5,112.7,51.52,30.28,3.23,54.71,27.14,44.69,0.58,49.58,66.5,741.6,25.65,366.9692308
26-10-2020,201.78,395.17,7.76,139.99,47.17,28.81,3.61,33.47,27.07,43.43,0.71,41.9,56.65,741.92,25.78,362.9076923
27-10-2020,174.99,347,7.6,107.77,40.8,17.47,3.31,52.54,27.05,42.62,1.31,33.5,65.38,741.84,24.5,342.3
28-10-2020,199.96,407.75,7.2,138.65,40.99,19.36,3.87,36.88,27,47.4,0.6,36.31,59.35,741.81,22.48,372.1875
29-10-2020,260.43,470.5,7.79,141.06,50.68,24.98,3.38,53.05,26.74,45.76,0.39,49.16,59.57,742,23.92,450.625
30-10-2020,202.22,366.5,7.13,128.63,42.84,22.26,4.25,48.65,26.72,44.46,0.89,36.5,60.03,742,24.59,363.2461538
31-10-2020,245.8,401.39,7.57,110.68,42.91,17.67,3.96,50.4,26.73,43.41,1.24,35.18,64.82,742,24.36,396.7692308
01-11-2020,265.85,428.33,7.3,101.98,37.74,19.06,2.43,54.46,26.78,38.92,1.19,41.22,64.43,742,23.66,412.1923077
02-11-2020,173.3,327.42,8,107.43,29.51,16.49,2.53,46.09,26.83,40.47,0.95,36.86,61.04,742,21.73,341
03-11-2020,162.96,304.6,7.59,101.42,24.95,18.18,2.75,40.55,26.79,38.93,0.71,85.81,64.33,742,22.16,333.0461538
04-11-2020,327.12,535.17,7.3,126.49,41.35,19.79,3.73,29.41,26.82,46.17,0.51,42.82,48.73,742,21.02,531.4625
05-11-2020,302.4,476.75,7.09,94.86,32.76,19.63,3.87,48.1,26.76,46.09,0.65,30.21,61.03,741.92,22.28,458.4375
06-11-2020,254.29,441.58,3.69,31.415,31.05,17.07,3,41.46,26.79,46.07,0.71,36.89,53.92,742,22.21,414.475
07-11-2020,296.51,490.04,3.69,31.415,31.05,17.83,4.05,56.61,26.8,44.06,0.86,31.73,55.88,742.11,22.48,475.05
08-11-2020,390.39,594.13,3.69,31.415,31.05,19.87,4.81,41.25,26.86,51.5,0.31,46.48,41.47,742.14,19.95,605.1625
09-11-2020,430.81,656.25,3.69,31.415,31.05,20.19,3.46,43.03,26.88,54.18,0.6,41.71,47.23,742,19.9,682.8125
10-11-2020,408.43,497.47,3.69,31.415,31.05,15.17,5.68,33.47,26.77,55.45,0.58,89.65,51.15,742,21.09,521.8692308
11-11-2020,158.84,280.88,3.69,31.415,31.05,14.85,3.77,27.77,26.76,52.5,0.57,100.71,52.54,742.11,21.69,329.8769231
12-11-2020,164.11,298.58,3.69,31.415,31.05,15.2,3.17,30.74,26.75,51.11,0.44,80.95,51.52,742.25,22.1,333.9307692
13-11-2020,177.89,339.83,7.75,141.68,62.92,14.59,3.49,38.93,28.02,52.14,0.4,71.22,49.14,742.14,21.57,344.5307692
14-11-2020,312.89,448.5,7.43,129.37,82.61,15.34,5.51,46.55,29.71,54.38,0.31,99.68,44.17,742,20.23,448.3769231
15-11-2020,268.85,365,7.17,51.25,73.54,13.05,2.56,68.77,29.62,54.33,1.88,118.34,39.55,742,21.35,414.5
16-11-2020,79.96,101.96,7.06,39.78,55.16,11.03,2.51,42.91,29.62,63.69,1.09,113.47,50.32,742,21.24,166.5333333
17-11-2020,83.52,140.79,7.12,82.91,51.92,11.22,3.63,32.24,29.73,58.04,1.06,40.14,59.74,742,21.33,178.4
18-11-2020,128.77,204.17,7.3,98.22,52.94,15.31,3.15,47.48,29.73,54.23,0.72,49.74,55.33,742,19.88,306.7461538
19-11-2020,165.3,270.17,7.08,121.22,53.87,17.48,3.42,44.17,29.73,51.4,0.81,50.17,53.85,742,18.62,334.8461538
20-11-2020,163.69,259.42,7.1,103.8,50.59,14.46,3.04,51.15,29.74,47.55,1.51,48.19,57.66,742,18.74,333.6076923
21-11-2020,108.44,206.96,7.11,92.56,34.59,12.86,2.43,46.66,29.77,43.79,1.89,38.49,58.44,742,18.08,261.4666667
22-11-2020,140.49,247.67,7.41,102.74,37.48,12.93,3.6,45.8,29.75,44.59,1.16,42.51,56.26,742,16.64,315.7615385
23-11-2020,161.92,284.58,7.88,119.3,39.51,13.23,4.37,32.72,29.71,50.43,0.32,74.56,46.53,742,15.48,332.2461538
24-11-2020,227.71,366.58,8.16,131.7,56.25,13.55,5.84,38.54,29.71,52.27,0.36,65.41,47.88,742,16.14,382.8538462
25-11-2020,247.99,374.5,6.98,103.53,63.86,12.93,4.65,43.09,29.76,51.64,0.5,85.53,37.41,742,18.09,398.4538462
26-11-2020,111.53,190.54,7.12,71.01,43.75,18.88,2.5,33.65,29.79,52.32,0.8,53.38,40.64,742.14,20.07,271.7666667
27-11-2020,70.2,146.29,7.75,85.84,34.56,19.02,2.61,34.64,29.83,49.23,1.54,38.79,54.52,742.32,19.95,134
28-11-2020,106.34,187.55,7.12,97.44,35.34,13.57,1.82,41.15,29.41,47.76,1.16,36.85,53.74,742.24,19.06,254.4666667
29-11-2020,140.95,256.02,7.63,115.98,35.06,13.37,6.59,49.46,28.3,47.54,0.64,44.22,52.91,742.19,17.56,316.1153846
30-11-2020,186.96,315.84,7.78,128.66,43.52,11.61,4.44,45.11,28.32,52.27,0.66,33.02,49.79,742,17.14,351.5076923
01-12-2020,239.87,386.58,7.36,144.13,52.88,14.17,4.64,47.75,28.33,55.08,0.46,40.14,47.28,742.07,17.35,392.2076923
02-12-2020,237.43,370.04,7.95,137.27,54.76,13.19,6.01,47.35,28.33,54.59,0.73,29.51,47.34,742,18.06,390.3307692
03-12-2020,207.07,318.97,7.94,115.33,51.24,17.93,4.5,43.58,28.35,54.37,0.34,30.46,59.56,742,17.76,366.9769231
04-12-2020,215.64,371.14,7.93,112.66,59.05,12.97,3.62,69.37,28.25,46.7,0.52,125.04,63.45,741.98,23.42,373.5692308
05-12-2020,256.12,366.58,7.27,83,65.48,10.76,2.65,59.54,28.31,57.61,1.07,126.77,43.46,742,20.22,404.7076923
06-12-2020,233.01,345.54,8.26,90.57,54.2,9.53,3.02,58.58,28.31,55.71,0.52,88.03,44.2,742,20.82,386.9307692
07-12-2020,286.29,423.54,7.64,116.88,58.25,10.17,3.61,37.33,28.38,63.44,0.73,40.64,43.65,742,19.39,427.9153846
08-12-2020,234.34,362.28,7.88,113.33,54.4,16.42,2.82,45.16,28.35,59.78,0.41,29.02,44.84,742.07,19.29,387.9538462
09-12-2020,276.45,439.38,8.31,164.14,53.97,22.3,4.27,56.38,28.33,54.29,0.41,44.01,41.76,742,19.65,420.3461538
10-12-2020,177.04,318.12,7.65,125.68,52.73,14.82,2.59,40.51,28.31,55.52,0.6,45.4,42.52,742,20.31,343.8769231
11-12-2020,196.37,319.5,7.93,107.73,63.33,14.82,3.67,13.98,28.39,61.86,0.39,100.25,31.47,742,19.02,358.7461538
12-12-2020,290.92,371.33,7.04,72.74,66.52,11.27,4.31,7.14,28.47,72.76,0.75,83.09,28.58,742,17.34,431.4769231
13-12-2020,134.52,199.58,7.16,59.04,39.34,9.15,2.23,23.61,28.48,64.95,1.76,44.92,46.79,742,15.61,311.1692308
14-12-2020,128.25,200.14,7.36,60.48,33.8,14.26,1.86,29.26,28.54,63.16,1.41,47.31,45.38,742,12.75,306.3461538
15-12-2020,179.54,274.84,7.01,74.08,31.65,13.67,3.04,1.14,28.5,66.94,0.75,50.5,43.48,742,10.8,345.8
16-12-2020,132.25,224.52,7,72.09,31.8,11.68,2.85,40.605,28.53,58.58,1.6,44.04,44.06,742.24,12.56,309.4230769
17-12-2020,143.92,208.79,7.11,69.5,49.73,11.67,3.27,3.99,28.85,61.39,1.18,40.12,43.64,742.11,8.86,318.4
18-12-2020,131.33,221.87,7.44,87.82,38.69,10.22,1.59,11.25,28.28,50.24,1.28,41.7,43.81,742,11.5,308.7153846
19-12-2020,161.62,267.21,7.35,106.85,44.39,11.85,2.59,19.64,27.98,47.04,0.91,44.42,42.97,742,13.56,332.0153846
20-12-2020,199.96,328,8.06,106.75,45.9,12.19,3.28,24.9,27.97,51.88,0.83,37.9,43.38,742.15,13.18,361.5076923
21-12-2020,208.97,335.75,8.09,115.41,50.62,17.67,2.95,28.04,27.92,51.18,0.44,55.72,40.22,742,14.57,368.4384615
22-12-2020,416.04,598.29,8.73,144.6,71.21,15.9,4.9,62.63,27.93,60.46,0.37,46.27,38.05,742,13.69,610.3625
23-12-2020,405.29,605.92,8.84,128.98,60.59,17.59,4.51,50.86,27.97,60.27,0.35,39.44,39.25,742,13.35,619.9
24-12-2020,367.4,523.07,8.3,124.14,92.17,18.92,4.41,52.88,28.08,61.99,0.52,44.78,38.62,742,13.53,516.3375
25-12-2020,221.75,345.5,7.63,108.49,75.82,9.73,3.77,33.5,28.29,56.41,0.98,48.14,42.17,742,13.74,378.2692308
26-12-2020,238.08,361.92,7.87,117.01,78.35,9.03,3.58,27.96,28.31,57.76,0.66,34.35,40.31,742,12.88,390.8307692
27-12-2020,284,394.33,7.45,81.68,86.92,12.89,2.47,33.37,28.34,58.53,1.44,84.84,37.68,741.78,14.15,426.1538462
28-12-2020,82.29,243.46,7.03,61.75,32.52,14.15,1.9,40.2,28.47,39.47,1.92,46.9,42.19,742,13.98,195.64
29-12-2020,130.29,277.5,7.2,78.78,51.32,14.48,2.8,30.59,28.69,52.11,1.27,42.14,40.01,742,11.25,307.9153846
30-12-2020,196.79,294.54,7.2,79.71,74.84,10.42,3.06,25.89,28.81,64.55,0.85,44.79,41.34,742,9.8,359.0692308
31-12-2020,263.8,364.74,7.75,94.85,84.51,11.53,3.32,23.74,28.69,65.33,0.42,50,34.67,742,10.63,410.6153846
01-01-2021,367.74,467.21,8.17,97.08,89.27,9.6,4.78,12.6,28.73,73,0.31,91.54,30.04,742,8.54,490.5692308
02-01-2021,280,363.17,7.02,71.4,75.88,7.95,3.04,25.68,28.59,57.53,0.82,114.6,29.18,742,13.51,423.0769231
03-01-2021,143.41,169.12,7.13,53.85,67.84,10.89,3.05,11.46,28.68,72.07,0.65,105.19,13.04,742,14.05,318.0076923
04-01-2021,80.57,98.21,7.12,61.17,52.76,8.6,1.43,10.99,28.13,74.98,0.7,78.32,35.59,742,17.18,168.5666667
05-01-2021,74.08,96.08,6.9,55.57,45.65,13.5,2.15,16.74,28.27,68.12,0.79,79.33,38.41,742,18.59,146.9333333
06-01-2021,113.92,144.92,7.16,56.79,51.61,10,2.71,10.81,29.92,73.49,0.52,66.83,34.8,742,18.36,279.7333333
07-01-2021,136.71,210.95,6.84,58.28,45.35,11.26,2.53,18.19,30.16,71.89,0.95,46.01,44.33,742,16.62,312.8538462
08-01-2021,177.33,280.71,7.34,70.18,35.08,12.63,2.02,10.52,29.51,75.32,0.46,58.8,27.44,742,13.3,344.1
09-01-2021,173.83,250.88,7.14,77.93,51.54,12.12,1.63,22.35,31.59,68.24,1.18,43.86,39.88,742,16.1,341.4076923
10-01-2021,125.44,181.62,7.24,57.51,54.09,9.06,1.38,24.13,31.74,64.17,1.99,43.18,56.83,742,12.23,304.1846154
11-01-2021,124.46,185.42,7.09,65.65,54.58,7.76,1.38,29.25,31.86,65.47,1.6,43.15,57.17,742,11.49,303.4307692
12-01-2021,174.93,261.33,7.54,81.54,57.44,8.08,1.38,24.42,34,67.57,0.75,34.42,52.08,742,10.58,342.2538462
13-01-2021,278.92,400.42,7.46,95.67,57.75,10.31,2.97,32.05,34.75,67.54,0.56,54.06,52.23,742,10,422.2461538
14-01-2021,304.51,416.33,7.64,81.56,56.24,8.25,5.74,18.02,31.62,72.14,0.37,79.77,52.31,742,8.94,441.9307692
15-01-2021,324.33,469.92,8.26,86.97,59.24,8.71,3.94,23.13,33.9,70.33,0.4,107.39,47.93,742,12.06,457.1769231
16-01-2021,312.48,449.5,7.71,105.96,57.67,9.21,5.09,29.06,33.7,71.28,0.35,73.82,42.08,741.53,10.67,448.0615385
17-01-2021,221.54,278.46,7.1,56.32,55.9,6.29,2.53,17.21,34.34,76.25,1.22,111.94,30.17,741.88,9.09,378.1076923
18-01-2021,214.54,306.33,7.13,59.34,61.27,9.79,2.79,14.98,36.12,71.18,0.8,100.45,42.2,742,14.15,372.7230769
19-01-2021,278.61,381.92,7.98,115.31,59.63,22.12,5.58,40.605,38.95,71.71,1.02,48.08,63.27,741.83,13.93,422.0076923
20-01-2021,136.92,207.67,7.18,69.57,45.88,18.38,3.68,40.605,39.54,70.82,1.27,41.23,74.71,742,12.59,313.0153846
21-01-2021,121.8,216.39,3.69,72.35,47.71,13.87,0.02,40.605,29.33,64.73,0.94,41.73,52.23,741.73,12.78,301.3846154
22-01-2021,192.79,260,6.65,58.51,31.05,14.8,2.99,14.26,35.03,75.34,0.65,110.48,39.76,742,10.05,355.9923077
23-01-2021,158.5,222.79,7.03,49.18,31.05,19.6,3.85,29.32,31.12,72.18,1.55,126.36,50.42,741.89,12.16,329.6153846
24-01-2021,262.09,365.71,6.93,53.77,31.05,11.32,2.67,7.89,26.23,76.66,0.58,61.25,18.59,742,11.82,409.3
25-01-2021,211.03,316.67,3.69,31.415,31.05,11.2,6.74,28.66,26.54,70.35,0.69,69.11,38.26,742,10.81,370.0230769
26-01-2021,166.54,228.92,3.69,31.415,31.05,8.47,3.33,27.25,28.44,69.77,0.55,119.96,54.2,742,11.64,335.8
27-01-2021,256,292.06,3.69,31.415,31.05,13.87,1.45,12.66,38.9,71.6,0.49,62.4,39,742,10.32,404.6153846
28-01-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
29-01-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
30-01-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
31-01-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
01-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
02-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
03-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
04-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
05-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
06-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
07-02-2021,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
