Date,PM2.5,PM10,NO,NO2,NH3,SO2,CO,Ozone,Temp,RH,WS,WD,SR,BP,AT,AQI
01-06-2018,61.78,237.73,1.43,20.6,40.11,14.59,0.83,41.57,30.56,43.7,5.25,93.52,137.36,740.81,36.12,191.82
02-06-2018,38.33,128.2,1.1,20.52,29.29,10.97,0.73,42.91,30.01,43.06,4.07,121.45,129.31,740.79,33.3,118.8
03-06-2018,48.44,129.76,0.58,16.72,37.42,10.02,0.91,40.61,30.17,45.6,3.86,107.76,134.96,740.36,35.37,119.84
04-06-2018,54.93,183.18,0.73,18.1,35.32,15.18,0.82,39.83,29.33,42.4,5.27,106.72,129.1,740.27,38.12,155.4533333
05-06-2018,45.42,141.58,1.25,17.34,46.33,9.24,0.75,28.91,27.21,41.74,4.61,80.99,124.14,740.71,38.43,127.72
06-06-2018,49.95,149.67,1.12,21.22,31.55,17.04,0.8,28.98,28.57,48.38,3.6,177.16,95.28,740.78,35.28,133.1133333
07-06-2018,62.54,149.53,0.72,22.2,33.98,15.76,0.82,39.03,28.64,44.51,2.38,94.47,135.36,740.28,37.86,133.02
08-06-2018,78.57,180.1,0.95,18.89,35.79,14.4,0.89,27.98,28.45,48.29,3.99,70.67,78.33,740,36.05,161.9
09-06-2018,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
10-06-2018,66.27,185.64,3.69,31.415,31.05,13.87,1.38,40.605,29.33,55.29,1.64,84.2,91.2,741.22,29.59,163.4933
11-06-2018,75,314.7,2.45,55.16,46.35,13.54,0.89,26.91,26.51,36.64,2.61,209.57,25.04,740,39.98,264.7
12-06-2018,124.54,669.64,2.58,37.36,50.24,16.35,0.49,19.48,26.27,38.51,3.1,204.4,130.8,739.77,40.32,699.55
13-06-2018,240.62,961.46,1.8,25.46,32.37,21.85,0.37,14.52,26.97,34.44,3.78,214.64,122.96,739.83,42.01,1064.325
14-06-2018,173.08,848.66,3,21.64,23.23,12.56,0.3,17.99,28.21,33.5,3.18,204.9,114.18,740,40.72,923.325
15-06-2018,113.74,687.85,1.25,18.27,25.31,7.67,0.55,19.94,29.62,34.75,3.11,179.01,136,740,39.81,722.3125
16-06-2018,128.88,628.9,1.22,17.42,39.79,11.47,0.62,21.29,25.63,43.24,3.26,145.21,107.53,740.02,37.23,648.625
17-06-2018,82.05,310.04,1.75,17.83,31.42,11.63,0.45,23.21,25.31,46.46,3.26,225.82,130.62,740.21,34.55,260.04
18-06-2018,108.58,225.65,1.36,28.86,28.96,13.12,0.89,28.4,25.37,43.89,2.96,228.49,98.33,740.1,34.85,261.9333333
19-06-2018,113.17,213.93,1.19,31.1,30.77,19.79,0.74,23.76,27.2,44.56,2.1,247.92,27.36,740.02,33.99,277.2333333
20-06-2018,81.71,265.75,2.22,27.19,39.26,13.99,1.15,46.34,27.37,39.98,2.11,186.19,113.31,740.33,38.47,215.75
21-06-2018,83.75,265.58,2.03,25.16,37.37,26.23,0.89,43.37,26.9,38.72,2.28,210.61,124.46,740.35,39.37,215.58
22-06-2018,83.4,281.41,2.38,34.49,42.14,18.19,0.98,55.06,25.59,36.91,2.05,157.86,132.56,740.3,41.05,231.41
23-06-2018,77.71,262.04,1.72,30.6,41.72,19.82,0.92,45.96,26.87,37.79,2.57,197.58,122.4,740.19,40.37,212.04
24-06-2018,74.04,239.33,1.38,26.71,34.31,40.37,0.77,45.67,29.22,36.45,2.71,228.54,124.05,740.07,40.07,192.8866667
25-06-2018,72.48,330.48,1.79,17.55,37.27,13.91,0.6,33.68,28.18,38.56,3.32,188.1,134.76,740,39.44,280.48
26-06-2018,55.92,197.5,1.9,25.31,41.03,13.78,0.65,23.57,26.45,43.81,2.42,204.96,41.45,740,35.41,165
27-06-2018,47.29,118,1.72,14.15,51.84,6.79,0.71,26.78,26.38,54.08,3.32,140.55,112.85,740,33.36,112
28-06-2018,101.27,85.95,1.87,7.98,41.6,10.03,0.91,19.25,25.74,60.26,4.3,119.41,103.65,740.05,31.42,237.5666667
29-06-2018,32.29,75.47,1.61,6.72,37.74,11.43,0.76,22.13,26.14,55.71,4.73,79.14,114.5,740,33.05,75.47
30-06-2018,30.57,69.63,1.53,12.52,37.58,7.32,0.73,20.54,26.68,53.28,2.94,101.93,139.16,740.34,34.61,69.63
01-07-2018,34.1,75.79,1.75,18.32,44.84,7.63,0.94,18.78,26.14,53.82,2.6,165.09,98.57,740.06,35.17,75.79
02-07-2018,30.21,86.83,2.29,13.66,40.13,10.19,0.71,16.22,27.19,54.64,3,144.61,88.32,740,34.02,86.83
03-07-2018,40.51,108.45,1.82,19.93,25.7,6.56,0.67,16.88,27.2,56.4,2.34,116.82,113.18,740,33.16,105.6333333
04-07-2018,35.98,100.54,1.21,12.28,24.37,6.83,0.66,20.73,27.8,52.12,2.68,160.25,138.83,740,34.11,100.36
05-07-2018,45.38,119.29,0.64,9.3,11.41,5.59,0.78,22.05,26.28,53.6,2.51,163.1,115.59,740.06,33.82,112.86
06-07-2018,63.67,199.54,2.38,35.69,51.34,9.22,0.94,24.47,26.92,49.38,1.98,207.16,136.16,740.12,35.86,166.36
07-07-2018,78.5,212.61,3.49,36.91,80.89,11.32,0.92,38.91,28.65,47.22,2.08,261.95,136.73,740,36.63,175.0733333
08-07-2018,75.43,199.8,6.01,32.53,82.88,9.11,1.15,46.91,26.17,45.41,1.64,215.9,140.67,740,38.1,166.5333333
09-07-2018,60.38,148.62,1.69,12.95,69.27,9.07,1.12,31.22,27.38,50.95,3.74,79.42,112.97,740,36.84,132.4133333
10-07-2018,34.68,91.55,0.96,4.89,33.7,10.12,1.03,27.14,28.41,54.01,3.58,72.67,128.22,740,35.87,91.55
11-07-2018,104.87,147.28,0.55,4.01,21.03,9.11,1.29,26.28,30.16,57.02,3.13,99.91,73.93,740,33.58,249.5666667
12-07-2018,32.97,102.79,0.28,1.87,11.08,10.33,1.2,33.19,28.99,54.32,3.12,91.3,100.98,740,33.91,101.86
13-07-2018,42.62,50.83,0.45,2.7,5.21,8.83,1.01,15.77,28.94,64.04,2.52,153.56,66.92,740,30.54,71.03333333
14-07-2018,31.34,79.6,0.15,0.54,0.65,5.23,0.95,13.01,29.63,66.39,2.13,153.95,80.77,740,30.2,79.6
15-07-2018,33.56,56,0.21,31.415,0.59,12.2,1.05,13.99,29.74,65.83,1.28,168.11,75.85,740,31.28,56
16-07-2018,37.61,99.7,9.68,52.59,9.2,7.58,0.94,13.27,28.8,61.63,2.99,107.98,94.94,740,33.27,99.7
17-07-2018,27.97,122.2,2.98,26.53,67.29,7.43,0.93,7.02,28.03,55.92,2.71,116.56,104.98,740,35.23,114.8
18-07-2018,30.46,107.19,2.84,27.91,64.44,4.47,1.09,14.88,29.16,55.87,3.06,196.58,136.68,740.09,35.2,104.7933333
19-07-2018,31.51,86.63,2.2,21.91,48.79,6.75,1.11,18.98,28.37,57.93,2.57,161.21,132.09,740.1,34.43,86.63
20-07-2018,42.33,96.64,3.35,41.02,48.71,8.25,1.23,19.56,27.68,60.46,2.11,242.57,60.87,740,32.8,96.64
21-07-2018,45.06,91.5,3.63,36.67,52.22,5.11,1.14,20.59,27.93,62.41,2.02,180.52,73.56,740,31.75,91.5
22-07-2018,17.98,35.85,1.91,24.05,35.4,5.91,0.99,17.06,30.61,66.02,1.78,89.27,66.27,740,30.73,49.5
23-07-2018,31.29,100.75,6.01,33.54,36.18,10.02,1.14,16.28,29.5,60.04,2.88,143.83,115.07,740,32.72,100.5
24-07-2018,30.71,100.58,3.15,25.6,46.34,16.38,1.06,18.31,28.07,56.79,2.07,167.21,112.94,740.12,34.38,100.3866667
25-07-2018,28.51,51.54,5.73,27.68,50.76,5.6,1.07,15.51,28.59,65.58,2.06,109.43,44.04,740,30.78,53.5
26-07-2018,25.54,38.62,4.48,35.58,40.77,7.21,1.04,11.3,29.38,70.49,2.58,204.54,22.75,740,28.68,52
27-07-2018,18.79,23.8,4.45,30.56,22.74,7.84,1.13,12.49,29.55,71.45,2.64,205.62,27.99,740,28.35,56.5
28-07-2018,34.17,66.79,1.95,32.81,33.39,8.32,1.07,22.96,29.45,65.24,2.9,229.75,67.68,740,30.13,66.79
29-07-2018,45.42,135.21,4.19,41.33,46.91,4.46,1.19,23.42,29.21,59.17,1.95,218.81,111.05,740,33.01,123.4733333
30-07-2018,46.33,162.29,3.63,40.94,43.34,7.98,1.11,26.6,29.3,56.11,1.8,205.1,94.3,740,33.29,141.5266667
31-07-2018,54.96,191.81,2.31,32.68,46.16,8,1.04,22.95,29.01,56.92,2.12,175.15,72.35,740,32.82,161.2066667
01-08-2018,57.88,223.79,2.5,30.77,49.81,3.93,0.97,24.04,28.71,54.03,2.35,188.85,129.59,740,33.74,182.5266667
02-08-2018,78.92,324.12,2.91,26.87,50.22,8.98,0.97,18.82,28.65,51.48,2.4,181.22,123.02,740.19,34.77,274.12
03-08-2018,71.43,297.16,4.32,29.04,41.99,11.78,1,14.32,28.57,51.36,1.78,192.6,83.15,740.23,34.12,247.16
04-08-2018,69.53,285.81,2.09,22.15,40.52,8.07,1.17,19.6,28.86,52.4,0.3,151.7,97.43,740.23,33.88,235.81
05-08-2018,61.96,222.91,1.73,17.34,49.25,8.51,1.02,12.83,28.24,60.1,0.3,100.85,39.26,740.03,30.86,181.94
06-08-2018,56.96,129.66,4.29,23.23,51.73,7.61,1.14,10.76,28.54,64.78,0.3,190.85,55.52,740.09,29.72,119.7733333
07-08-2018,43.34,84.73,4.08,24.25,34.24,9.9,1.05,12.55,28.84,64.57,0.3,230.42,76.69,740.19,30.15,84.73
08-08-2018,27.92,81.63,2.66,19.1,31.29,7.54,1.17,14.92,28.6,60.73,0.81,122.11,109.46,740.4,32.26,81.63
09-08-2018,32.67,97.18,3.03,19.05,31.15,7.35,1.18,17.1,28.33,57.48,1.77,128.05,109.01,741,33.65,97.18
10-08-2018,52.44,113.53,1.38,22.81,29.18,9.5,1.43,23.52,28.12,57.69,0.3,84.2,101.2,740.54,33.81,109.02
11-08-2018,47.83,117.12,0.65,13.81,23.83,7.91,1.17,21.66,28.2,57.3,0.3,84.2,103.24,740,34.47,111.4133333
12-08-2018,31.16,84.27,0.62,9.52,15.82,6.1,1.02,16.85,27.9,59.57,0.3,84.2,45.42,740,31.97,84.27
13-08-2018,36.79,106.8,1.28,13.93,21.81,9.12,1.27,18.52,28.91,58.72,0.3,353,95.95,740,32.9,104.5333333
14-08-2018,48.29,124.54,0.68,10.76,22.39,8.43,1.15,28.07,29.36,58.2,0.3,353,117.07,740.04,33.86,116.36
15-08-2018,37.78,90.72,0.36,6.37,18.29,6.54,1.02,28.26,29.61,59.39,0.3,353,92.56,740.32,32.38,90.72
16-08-2018,34.78,120.45,0.74,11.05,14.56,7.39,1.27,14.86,29.62,61.15,0.3,353,97.41,740.52,32.46,113.6333333
17-08-2018,69.6,90.5,2.99,16.38,18.65,3.48,1.11,15.18,29.5,58.57,0.3,353,116.54,740.15,34.13,132
18-08-2018,27.98,75.62,3.73,26.27,43.68,6.59,1.05,16.88,30.4,61.01,0.3,353,108.54,740.16,33.13,75.62
19-08-2018,33.45,62.48,3.64,34.35,37.66,6.43,1.15,16.21,30.68,66.51,0.3,353,55.57,740.06,30.46,62.48
20-08-2018,51.66,119.79,6.3,35.97,45.06,9.93,1.17,23.85,30.67,62.22,0.3,353,99.83,740.29,32.71,113.1933333
21-08-2018,34.29,149.15,5.8,33.13,31.96,8.13,1.16,17.71,29.55,58.3,0.53,294.9,120.74,740.29,33.65,132.7666667
22-08-2018,26.43,78.6,1.6,20.06,32.78,5.97,1.01,20.87,29.73,58.33,2.55,111.41,97.83,740.24,33.81,78.6
23-08-2018,27.21,65.79,2.76,21.82,28.95,8.57,1.02,18.66,29.87,63.11,2.77,88.5,90.57,740.34,31.66,65.79
24-08-2018,21.94,63.83,4.53,21.16,27.53,9.14,1.09,14.34,29.73,63.97,1.82,96.51,58.22,740.22,31.39,63.83
25-08-2018,22.85,83.33,2.6,21.09,25.29,8.94,0.96,16.75,29.98,58.55,2.35,78.72,105.73,740.2,32.54,83.33
26-08-2018,19.75,72.33,1.38,17.67,23.89,9.96,0.91,19.17,30.04,56.98,2.72,56.92,113.81,740.17,32.59,72.33
27-08-2018,22.51,69.17,6.65,26.88,20.95,6.3,1.14,13.45,29.5,65.14,1.75,63.22,49.03,740.27,29.98,69.17
28-08-2018,106.07,134.89,4.28,23.02,19.89,8,2,13.56,29.02,65.07,2.48,107.03,81.78,740.59,31.08,253.5666667
29-08-2018,18.98,41.55,5.25,19.86,17.43,7.16,1.25,12.82,29.24,66.81,2,96.89,56.1,741,30.12,62.5
30-08-2018,44.91,117,3.01,27.7,19.99,15.08,1.46,27.9,29.93,62.12,1.69,91.74,102.31,740.59,32.69,111.3333333
31-08-2018,52.08,225.18,3.42,28.91,23.24,10.17,1.22,17.99,30.32,60.68,1.98,89.62,82.48,740.57,32.85,183.4533333
01-09-2018,41.77,118.34,8.6,32.32,26.17,13.96,1.45,16.34,30.44,64.28,2.12,80.64,57.97,741,29.99,112.2266667
02-09-2018,38.99,86.38,4.79,31.38,28.62,16.53,1.08,9.85,30.18,67.64,2.13,75.45,56.19,740.91,29.06,86.38
03-09-2018,31.87,54.14,4.14,30.25,21.63,14.99,1.13,8.29,30.44,68.56,1.31,66.88,42.88,740.96,28.65,56.5
04-09-2018,58.28,89.67,8.65,47.1,24.67,17.19,1.33,15.48,30.74,67.81,1.22,74.43,51.61,741,28.9,97.13333333
05-09-2018,48.52,148.01,8.63,48.08,23.41,13.43,1.26,15.7,30.33,64.48,1.68,60.89,66.31,741,29.87,132.0066667
06-09-2018,47.88,133.6,3.95,37.53,29.62,14.92,1.05,19.79,30.78,61.9,1.97,83.1,107.39,740.8,31.28,122.4
07-09-2018,33.89,94.99,9.01,45.6,25.17,14.68,1.24,12.04,30.42,63.65,1.65,87.65,76.05,741,29.95,94.99
08-09-2018,31.32,89.64,3.6,22.83,20.54,17.04,0.91,10.46,30.73,63.77,3.11,95.65,72.52,741,30.12,89.64
09-09-2018,18.53,45.93,1.42,11.37,17.11,15.89,0.79,15.11,30.31,62.28,3.64,127.16,105.09,741,29.82,45.93
10-09-2018,22.28,54.71,1.66,11.88,19.48,13.99,0.76,13.2,30.44,62.69,1.94,125.22,103.02,741,30.44,54.71
11-09-2018,29.27,79.24,2.54,21.16,21.75,6.59,0.93,16.61,29.53,62.32,2.08,106.45,113.15,741,31.19,79.24
12-09-2018,31.29,129.52,2.45,19.84,25.72,10.7,0.92,11.73,29.94,58.46,2.17,82.02,116.44,741,32.24,119.68
13-09-2018,32.4,153.91,2.61,17.73,23.28,13.62,0.75,12.92,30.64,54.36,2.03,86.79,113.79,741,32.46,135.94
14-09-2018,33.01,150,8.18,30.59,21.48,10.46,0.82,15.31,30.29,53.39,1.89,67.64,124.12,741,32.27,133.3333333
15-09-2018,36.56,161.05,7.95,31.77,24.58,9.1,0.92,17.8,30.44,51.23,2.16,40.75,120.91,741.23,32.47,140.7
16-09-2018,45.93,172.23,10.83,36.91,29.53,12.21,1.1,13.43,30.26,53.31,2.28,42.57,117.5,741,32.13,148.1533333
17-09-2018,57.63,191.46,5.22,30.08,34.15,10.44,1.18,22.23,30.51,54.69,2.72,71.01,109.96,741,32.01,160.9733333
18-09-2018,71.83,233.28,2.05,34.96,31.23,12.46,1.13,16.38,29.42,54.77,2.05,57.05,55.13,741,30.9,188.8533333
19-09-2018,65.79,222.46,8.58,53.74,37.87,10.99,1.87,22.1,28.05,52.6,2.17,81.79,113.55,741,31.52,181.64
20-09-2018,80.69,216.19,12.71,61.37,43.38,13.07,1.83,22.9,29.69,53.07,1.34,92.54,109,741,32.19,177.46
21-09-2018,34.5,89.33,1.69,14.97,33.14,7.46,1.16,17.57,30.16,57.72,4.09,113.69,93.62,741.15,30.01,89.33
22-09-2018,19.71,36.21,2.37,15.73,19.85,4.77,0.91,11.79,27.96,66.58,3.75,101,33.96,741,27.04,45.5
23-09-2018,25.54,46.58,1.14,5.14,24.34,9.15,1.35,15.38,20.74,65.23,4.93,119.53,66.28,741,28.47,67.5
24-09-2018,18.5,30.58,4.11,17.01,35.16,4.18,1.15,8.31,26.29,68.56,3.31,113.25,30.68,741,26.98,57.5
25-09-2018,32.34,79.21,7.2,34.56,18.38,4.05,1.04,8.84,31.14,68.39,2.52,40.61,42.5,741,25.64,79.21
26-09-2018,47.62,226.14,16.4,50.57,23.23,4.1,1.22,18.62,30.88,60.71,1.77,48.09,116.84,741.04,29.08,184.0933333
27-09-2018,81.92,325.38,41.78,71.41,30.8,8.9,1.88,25.2,30.92,61.08,1.06,67.16,102.9,741.2,29.71,275.38
28-09-2018,98.06,376.02,45.88,75.63,32.88,6.86,1.8,22.6,29.91,55.71,1.06,66.32,108.76,741.32,30.85,332.525
29-09-2018,102.46,307.52,31.78,88.88,37.81,7.01,1.74,24.99,30.6,52.79,1.61,66.97,108.08,741.38,30.87,257.52
30-09-2018,70.23,189.12,8.18,44.58,34.65,4.89,1.12,28.7,30.8,53.56,2.31,55.62,109.6,741.28,30.67,159.4133333
01-10-2018,76.19,237.76,17.63,67.44,33.33,7.22,1.45,29.21,30.96,52.19,1.44,65.34,105.34,741.28,30.69,191.84
02-10-2018,83.99,242.4,14.3,53.21,36.6,8.02,1.48,22.15,31.99,52.09,1.56,60.64,105.49,741.38,30.93,194.9333333
03-10-2018,48.79,175.62,13.72,51.07,25.87,15.04,1.01,24.71,30.7,46.47,1.19,84.38,108.99,741.32,31.18,150.4133333
04-10-2018,100.25,252.04,12.9,61.1,35.95,19.37,1.49,39.79,29.72,49.96,1.53,84.82,103.15,741.43,31.47,234.1666667
05-10-2018,115.48,295.37,34.17,88.13,41.83,22.43,1.87,24.35,30.01,51.87,1.07,58.69,87.8,741.45,30.22,284.9333333
06-10-2018,100.84,294.66,36.5,81.89,36.62,15.25,2.1,24.87,30.05,50.55,1.64,68.11,108.38,741.42,29.51,244.66
07-10-2018,95.97,285.97,33.26,77.96,37.42,15.1,1.59,33.66,30.4,49.47,1.33,59.53,96.99,741.37,29.12,235.97
08-10-2018,144.86,330.81,9.55,70.16,40.97,22.73,1.86,27.32,30.13,49.72,0.89,94.16,83.11,741.24,29.53,319.1230769
09-10-2018,103.78,278.06,16.75,54.3,34.75,13.34,1.6,29.56,29.75,48.54,2.11,118.42,99.07,741.2,30.42,245.9333333
10-10-2018,88.11,222.96,3.97,36.4,35.23,12.27,2.01,29.03,29.77,52.36,3.09,120.03,89.65,741.22,30.22,193.7
11-10-2018,63.22,169.37,3.43,23.64,25.81,11.52,1.12,25.17,29.93,52.82,3.18,116.05,74.95,741.41,27.2,146.2466667
12-10-2018,92.88,233,17.11,56.58,19.17,44.25,1.52,17.93,30.18,48.45,1.26,57.94,93.38,741.92,26.28,209.6
13-10-2018,133,286.17,16.83,57.3,28.74,19.98,1.63,34.91,30.14,47.21,1.57,43.74,89.96,741.92,26.4,310
14-10-2018,97.92,255.08,23.57,57.32,23.99,13.83,2.16,24.63,30.06,47.72,1.64,45.46,96.31,741.5,26.36,226.4
15-10-2018,131.17,317.44,14.9,58.33,27.08,20.79,1.84,30.43,31.22,46.94,1.33,75.49,89.54,741.74,27.37,308.5923077
16-10-2018,136.62,335.5,31.09,55.6,33.94,13.93,2.73,20.84,32.56,48.77,1.33,111.86,82.74,741.81,28.22,312.7846154
17-10-2018,139.08,347.71,38.51,59.34,30.72,12.32,2.29,28.05,32.58,47.83,1.38,77.49,89.3,741.4,28.69,314.6769231
18-10-2018,139.18,283.17,18.28,45.2,31.38,9.62,1.95,17.46,32.55,50.86,1.5,95.48,76.59,741.3,28,314.7538462
19-10-2018,140.67,298.17,13.62,39.22,27.41,25.62,2.02,34.59,32.53,48.7,1.12,48.18,76.16,741.7,27.92,315.9
20-10-2018,165.83,314.71,6.97,33.23,21.45,31.62,2.03,26.55,32.49,45.15,1.06,43.17,79.18,742,27.37,335.2538462
21-10-2018,156.88,314.24,13.01,27.75,16.66,28.04,2.57,24.04,32.18,44.73,1.67,46.97,77.96,742,25.98,328.3692308
22-10-2018,112.43,255.75,10.51,19.99,10.14,18.5,2.12,23.35,30.79,44.22,1.86,63.83,82.09,742,25.48,274.7666667
23-10-2018,131.99,333.58,5.65,15.05,6.61,22.15,1.94,27.81,30.24,44.31,1.13,49.54,78.36,741.85,25.61,309.2230769
24-10-2018,166.96,344.75,3.38,9.48,6.64,24.66,2.48,26.46,30.03,45.34,0.8,73.96,77.3,741.96,26.03,336.1230769
25-10-2018,165.96,323.35,3.22,9.6,7.53,21.42,2.83,17.29,30.07,48.23,0.98,68.91,76.04,742,25.36,335.3538462
26-10-2018,206.62,444.42,4.86,9.1,7.66,32.47,3,22.77,29.75,49.71,0.8,58.88,58.08,742,24.48,418.025
27-10-2018,219.88,435.75,5.14,7.34,9.29,24.99,3.45,28.18,30.32,53.14,1.07,68.53,63.36,742,23.97,407.1875
28-10-2018,207.09,396.89,4.1,4.97,5.9,18.24,4.2,26.32,29.68,52.83,1.52,44.88,71.54,742,24.08,366.9923077
29-10-2018,268.04,519.44,40.5,82.29,31.64,30.98,3.81,30.89,29.57,52.82,0.88,28.4,60.29,742,24.05,511.8
30-10-2018,252.35,476.6,61.59,131.5,56.26,24.02,3.26,28.46,29.42,53.49,0.81,76.95,60.66,742,24.64,458.25
31-10-2018,219.77,414.61,47.96,95.07,51.31,17.37,3.07,23.62,29.36,54.26,0.81,61.26,62.44,742,24.27,380.7625
01-11-2018,255.92,456.62,58.45,90.26,54.9,16.35,3.84,24.34,29.61,54.71,0.78,91.22,57.15,742,24.11,433.275
02-11-2018,195.88,332.61,11.7,83.01,55.99,11.67,1.81,55,28.78,50.61,1.34,100.7,60.26,742,25.14,358.3692308
03-11-2018,157.28,281.29,3.68,41.07,47.97,13.69,0.88,86.07,28.74,51.17,3.36,114.74,59.23,741.68,25.64,328.6769231
04-11-2018,95.99,171.85,2.2,27.93,27.9,6.38,0.3,89.12,28.82,49.69,2.83,78.96,70.29,742,24.34,219.9666667
05-11-2018,452.97,564.71,3.44,29.89,32.87,13.75,1.86,52.73,29.19,54.43,1.85,44.75,52.35,742,21.38,568.3875
06-11-2018,172.92,298.75,3.91,64.12,18.17,10.98,1.27,62.33,29.49,42.73,2.47,44.58,75.25,742,22.31,340.7076923
07-11-2018,165.39,290.96,5.84,59.76,30.8,12.98,1.2,57.68,29.61,40.42,1.64,47.76,72.86,742,20.95,334.9153846
08-11-2018,406.92,508.59,22.23,78.35,45.91,27.52,1.89,48.39,29.46,51.74,0.74,53.11,50.79,742,18.53,520.7076923
09-11-2018,335.96,467.46,34.78,100.47,55.43,15.25,2.72,34.04,29.27,54.69,0.61,48.25,63.73,741.7,20.17,466.1230769
10-11-2018,307.16,437.85,35.61,98.61,57.15,17.32,2.73,33.79,29.43,56.44,0.69,84.97,52.69,741.82,19.99,443.9692308
11-11-2018,293.96,443.21,46.27,83.55,51.82,9.46,2.51,46.46,29.33,55.38,0.72,106.06,59.81,741.99,21.39,433.8153846
12-11-2018,273.5,462.46,21.52,42.52,33.16,10.17,2.92,42.31,29.59,56.44,0.83,78.38,58.82,741.65,22.13,440.575
13-11-2018,281.42,449.02,2.19,1.62,1.7,11.2,1.85,49.45,29.41,56.69,1.25,98.35,45.33,741.25,22.68,424.1692308
14-11-2018,154.29,299.54,31.58,104.88,51.17,13.83,1.51,37.43,29.37,59.26,1.8,98.16,55.7,741.5,22.43,326.3769231
15-11-2018,103.25,183.96,7.3,56.96,45.17,15.12,0.67,48.03,29.55,57.56,1.86,67.21,64.67,742,22.32,244.1666667
16-11-2018,136.42,246.78,8.15,65.87,39.14,7.84,1.06,55.27,29.49,50.83,2.28,51.44,76.16,741.99,20.6,312.6307692
17-11-2018,145.54,313.82,19.97,87.18,38.06,14.58,1.19,55.77,29.32,50.14,1.6,44.22,69.36,741.41,20.35,319.6461538
18-11-2018,173.08,326.15,24.2,86.42,45,15.44,1.43,66.54,29.41,51.98,1.53,115.65,66.16,741.71,20.95,340.8307692
19-11-2018,200.83,353.5,4.48,61.12,48.07,13.55,1.37,92.26,28.88,51.12,2.42,121.9,50.35,742,22.38,362.1769231
20-11-2018,229.12,401.25,22.99,99.8,53.59,17.77,1.8,42.28,28.8,55.06,1.23,60.18,61.84,742,21.99,383.9384615
21-11-2018,229.74,405.48,20.05,103.53,46.86,13,1.66,50.13,28.85,49.9,1.54,55.99,65.25,742,21.49,384.4153846
22-11-2018,155.26,419.05,76.94,146.09,36.53,20.11,1.68,46.17,29.21,48.39,0.81,58.45,58.23,742,20.51,386.3125
23-11-2018,184.52,347.83,47.35,119.35,42.89,17.92,1.8,52.21,28.98,47,1.91,50.31,48.97,742.03,20.71,349.6307692
24-11-2018,108.04,237.46,11.13,70.16,30.85,13.84,1.02,50.71,29.21,45.72,2.38,65.75,64.26,742,20.48,260.1333333
25-11-2018,147.82,301.33,38.13,109.32,38.71,18.86,1.5,37.3,28.87,50.07,1.21,54.64,60.09,742,19.58,321.4
26-11-2018,230.84,478.83,85.12,149.55,52.09,21.32,2.55,62.95,28.79,55.98,1.04,32.74,56.07,742,19.38,461.0375
27-11-2018,189.88,373.58,91.29,135.54,45.85,13.43,2.13,36.69,28.92,56.24,1,134.33,55.07,742,19.77,353.7538462
28-11-2018,199.33,395.42,87.28,127.95,48.91,13.64,2.09,35.18,28.96,58.41,0.71,98.71,49.19,742.02,20.08,361.0230769
29-11-2018,233.17,390.29,65.89,129.23,55.74,11.36,2.44,44.58,28.88,57.28,1.2,45.18,49.03,742.06,20.12,387.0538462
30-11-2018,207.25,367.52,29.58,111.51,48.34,16.83,1.74,49.47,29,54.44,1.46,42.38,52.67,742,19.52,367.1153846
01-12-2018,160.28,329.67,55.5,123.22,41.14,16.38,2.01,42.09,29.1,51.42,1.44,39.81,53.49,742,18.91,330.9846154
02-12-2018,182.03,338.83,93.16,143.66,41.81,18.7,2.41,50.01,29.11,54.05,0.74,76.55,51.38,741.83,17.42,347.7153846
03-12-2018,201.26,420.56,104.67,160.91,44.67,15.18,2.81,39.1,29.18,54.56,0.88,49.94,49.1,741.94,17.02,388.2
04-12-2018,227.62,401.93,95.17,153.56,54.61,17.65,2.5,37.24,29.43,56.18,0.79,53.71,49.93,742,16.89,382.7846154
05-12-2018,193.14,367.58,98.71,151.02,50.62,12.42,2.38,42.69,29.38,56.46,1.02,73.8,50.48,742,16.66,356.2615385
06-12-2018,239.67,414.32,84.5,141.34,53.36,11.56,2.27,45.11,29.35,57.53,0.76,48.99,43.95,741.74,16.36,392.0538462
07-12-2018,225.07,386.94,77.35,135.6,50.92,8.13,2.49,46.95,29.56,58.06,1.39,37.33,47.54,741.88,16.11,380.8230769
08-12-2018,233.12,407.2,81.23,150.35,51.49,18.01,2.8,57.84,29.21,55.31,0.82,72.44,45.88,741.93,16.27,387.0153846
09-12-2018,289.07,442.03,73.26,143.93,57.96,23,2.83,52.25,28.51,55.84,0.6,59.88,45.17,741.97,15.81,430.0538462
10-12-2018,306.34,472.39,71.39,131.28,60.14,15.83,1.9,39.72,28.59,59.49,1.07,97.53,41.7,741.73,15.21,452.9875
11-12-2018,308.12,483.52,77.8,137.08,58.67,6.78,2.41,31.91,28.64,61.82,0.79,117.46,40.14,741.9,15.23,466.9
12-12-2018,191.67,296.38,28.62,86.36,47.64,4.05,1.32,34.59,28.62,56.83,1.92,94.15,35.25,742,16.79,355.1307692
13-12-2018,128.6,213.83,24.7,82.76,39.47,11.23,1.39,38.83,28.66,58.21,2.03,45.04,48.45,742.11,15.93,306.6153846
14-12-2018,123.09,203.45,18.83,89.22,41.44,14.94,1.26,42.52,28.66,56.39,2.2,39.17,50.93,742.28,16.08,302.3769231
